microcks/microcks	api/microcks-asyncapi-v1.10.yaml	https://github.com/microcks/microcks/blob/aeaf66132d0fb6b7a4bdfec571d464d3384916a1/api/microcks-asyncapi-v1.10.yaml
marle3003/mokapi	examples/avro/kafka.yaml	https://github.com/marle3003/mokapi/blob/a742cadbbd68b84c1c2524924261f980778ee4ce/examples/avro/kafka.yaml
aklivity/zilla	specs/binding-asyncapi.spec/src/main/scripts/io/aklivity/zilla/specs/binding/asyncapi/config/proxy.http.kafka.yaml	https://github.com/aklivity/zilla/blob/e88ebe9752dc6664234aae73be1e204ab42c211d/specs/binding-asyncapi.spec/src/main/scripts/io/aklivity/zilla/specs/binding/asyncapi/config/proxy.http.kafka.yaml
asyncapi/website	public/resources/casestudies/adeo/asyncapi.yaml	https://github.com/asyncapi/website/blob/5d2d0f83d35c506453f9859ee44f18f765d46a3f/public/resources/casestudies/adeo/asyncapi.yaml
nivreddy14/event-mesh	helm/mesh-lob-service/values.yaml	https://github.com/nivreddy14/event-mesh/blob/d9e12940eb85dc9e568c6497f666b86994956f2a/helm/mesh-lob-service/values.yaml
otto-de/api-guidelines	decisions/dev-context/async/04-asyncapi-example/asyncapi.yaml	https://github.com/otto-de/api-guidelines/blob/afb0c7f4cea5268df4f4aecceecd6a58b1ffc66d/decisions/dev-context/async/04-asyncapi-example/asyncapi.yaml
aklivity/zilla-demos	petstore/petstore-kafka-asyncapi-v1.yaml	https://github.com/aklivity/zilla-demos/blob/524b9decbb58fc7eefc2ab595943185eac4110c1/petstore/petstore-kafka-asyncapi-v1.yaml
Apress/Crafting-Great-APIs-with-Domain-Driven-Design	chapter-6-4/asyncapi-json.yaml	https://github.com/Apress/Crafting-Great-APIs-with-Domain-Driven-Design/blob/3d63ccccb9f1a3d1bffc0b22364cc0694efc2302/chapter-6-4/asyncapi-json.yaml
quenbyako/asyncapi-example	asyncapi.3.yaml	https://github.com/quenbyako/asyncapi-example/blob/9e65471924f5374ac4d1ab078925214038e2ae2c/asyncapi.3.yaml
Grinseteddy/AiCollections	AiComparison/Copilot/CopilotCatalogManagement.aas.yaml	https://github.com/Grinseteddy/AiCollections/blob/aeacb2ba1a1acedd7735e9e625496bcdf02cbf7b/AiComparison/Copilot/CopilotCatalogManagement.aas.yaml
meridianhub/meridian	api/asyncapi/position-keeping.yaml	https://github.com/meridianhub/meridian/blob/5c345340ea840a28a64c0aa7f19edafa4a1f1430/api/asyncapi/position-keeping.yaml
l3wi/fumadocs-async	example/asyncapi-v3.yaml	https://github.com/l3wi/fumadocs-async/blob/172b8942de3afe9ab223e7d8648a41cc8f0ea091/example/asyncapi-v3.yaml
yojo-generator/generator	examples/async-api-official-v3.0.yaml	https://github.com/yojo-generator/generator/blob/a272ab2f8e1c1a58c56d709e41d4ee2cb76e5fdd/examples/async-api-official-v3.0.yaml
ivanztz/sandbox	object-api/src/main/resources/api/async/objects-events-api.yaml	https://github.com/ivanztz/sandbox/blob/54a77850127292709401195acb83bf63212263b4/object-api/src/main/resources/api/async/objects-events-api.yaml
yonatangross/orchestkit	src/skills/api-design/assets/asyncapi-template.yaml	https://github.com/yonatangross/orchestkit/blob/cb7113f7e2f783f59730a121cf2e1449dd69060a/src/skills/api-design/assets/asyncapi-template.yaml
ai-digital-architect/asyncapi_discovery	examples/payment-service.yaml	https://github.com/ai-digital-architect/asyncapi_discovery/blob/6a3ac26a0f67ce5bd183a3ab5baa7207fc3e5e91/examples/payment-service.yaml
JannikAlx/kafkaProducer	asyncapi/robot-asyncapi.yaml	https://github.com/JannikAlx/kafkaProducer/blob/268cdc7e344a5ab2c1556e2d0d417adfc07b5e3f/asyncapi/robot-asyncapi.yaml
Emiltzav/asyncapi-iot-examples	smartlights-kafka-api/smartlights-kafka-api.yaml	https://github.com/Emiltzav/asyncapi-iot-examples/blob/4e72ca2be18e01b370ca8358557e4819650df113/smartlights-kafka-api/smartlights-kafka-api.yaml
specmatic/labs-contracts	asyncapi/kafka-avro/order-service-async-avro-v3_0_0.yaml	https://github.com/specmatic/labs-contracts/blob/cf10632ed113d1183c83d0d93b0353d95046ad9d/asyncapi/kafka-avro/order-service-async-avro-v3_0_0.yaml
aklivity/zillabase	studio/public/asyncapi_REST_APIs.yaml	https://github.com/aklivity/zillabase/blob/469f3c8f3cee15b1e0a46f6469459cbcc3b55953/studio/public/asyncapi_REST_APIs.yaml
ajgarciaparadigma/backstage-example	backstage.yaml	https://github.com/ajgarciaparadigma/backstage-example/blob/d55bac995e30eff0b9c919c19dba034224eb8a78/backstage.yaml
AdanHdzF/event-flow	eventflow/asyncapi.yaml	https://github.com/AdanHdzF/event-flow/blob/1c9deb2eab24410c1023ba08f0ae2ca4eb66b3d2/eventflow/asyncapi.yaml
andreaseger/homelab-tools	specs/example-asyncapi-3-0-0-streetlights.yaml	https://github.com/andreaseger/homelab-tools/blob/6ece0bda98502da798ad74963e471f3fc8c3f148/specs/example-asyncapi-3-0-0-streetlights.yaml
monghithub/serialplab	asyncapi/kafka.asyncapi.yaml	https://github.com/monghithub/serialplab/blob/83eccdaa32fa41a3badbd5c40f497d5cc367f0c2/asyncapi/kafka.asyncapi.yaml
CEhresmann/Redocly-api-specificatons	asyncapi-kafka.yaml	https://github.com/CEhresmann/Redocly-api-specificatons/blob/fd34861143a96d17d3ec756ac8a8a0ce49d2b09f/asyncapi-kafka.yaml
lg-labs/food-ordering-system	order-service/order-message/order-message-model/src/main/resources/spec/asyncapi.yaml	https://github.com/lg-labs/food-ordering-system/blob/78087d5cff747e0a48af046bd187b28b4ffa4fff/order-service/order-message/order-message-model/src/main/resources/spec/asyncapi.yaml
Pakisan/jasyncapi-idea-plugin-demo	streetlights/kafka.yaml	https://github.com/Pakisan/jasyncapi-idea-plugin-demo/blob/182188fd9d67a2b5a2bbdad16547cf4833c0d2cc/streetlights/kafka.yaml
luistrigueiros/simple-asyncapi-codegen	src/main/resources/member.asyncapi.yaml	https://github.com/luistrigueiros/simple-asyncapi-codegen/blob/a42f12acb3668e7c88a74e7d741233bb7e6af65b/src/main/resources/member.asyncapi.yaml
vivekjava/Spring-Boot-Rest	docs/async.yaml	https://github.com/vivekjava/Spring-Boot-Rest/blob/f15174ef539db73a903c42a23818363c77de4de0/docs/async.yaml
sarkr72/practice	src/main/resources/asyncapi.yaml	https://github.com/sarkr72/practice/blob/3cb1f7de346b441c3a82e7c7450980efeb7f37e2/src/main/resources/asyncapi.yaml
darken33/design-first-allinone	demo/connaissance-clients/adresse-asyncapi-3.yaml	https://github.com/darken33/design-first-allinone/blob/18bac25710912f4256c37efac21e54600dd376fd/demo/connaissance-clients/adresse-asyncapi-3.yaml
icanbwell/fhir-server	src/operations/export/asyncapi.yaml	https://github.com/icanbwell/fhir-server/blob/0ad698c060f5029a714948c42315df40bb0b4b5d/src/operations/export/asyncapi.yaml
kondoumh/asyncapi-study	serving-studio/example-consumer.yaml	https://github.com/kondoumh/asyncapi-study/blob/b3d2d37a4bf44984fee56db03ded3338761ddec6/serving-studio/example-consumer.yaml
Grinseteddy/DomainDrivenApiDesign	SasSpring2025Munich/CatalogManagement.yaml	https://github.com/Grinseteddy/DomainDrivenApiDesign/blob/9871ccda8aa410d19d3fd1189e12dd82068fb8e6/SasSpring2025Munich/CatalogManagement.yaml
up1/workshop-asyncapi-services-2025	asyncapi/order.yaml	https://github.com/up1/workshop-asyncapi-services-2025/blob/badf0656a0fc98d7770560d0163b681363054cb2/asyncapi/order.yaml
aerdman1/aerdman1.github.io	asyncapi.yaml	https://github.com/aerdman1/aerdman1.github.io/blob/5a3bdb4d141aee9b34d9b9a42dc7c3be1435fedc/asyncapi.yaml
ETI-Software-Solutions/api-specifications	Apis/async/business-logic-service/business-logic-service-1.5.0.yaml	https://github.com/ETI-Software-Solutions/api-specifications/blob/b1dd00465639e36951ca4332279b87a9faab5dd1/Apis/async/business-logic-service/business-logic-service-1.5.0.yaml
specmatic/specmatic-kafka-sample-asyncapi3	specs/async-order-service.yaml	https://github.com/specmatic/specmatic-kafka-sample-asyncapi3/blob/d65fc410ad7cd8d780426b788324663a551b97b2/specs/async-order-service.yaml
mnemitz/webpack-asyncapi-schema-loader	examples/basic-usage/schemas/streetlight.yaml	https://github.com/mnemitz/webpack-asyncapi-schema-loader/blob/99c72158aa1c8023460b9404e6a4c962928893c7/examples/basic-usage/schemas/streetlight.yaml
rafaelgpimenta/go-base-project	docs/asyncapi/spec.yaml	https://github.com/rafaelgpimenta/go-base-project/blob/f2b58757c6be52275edd9d0d9f09fc7996f83670/docs/asyncapi/spec.yaml
EcoHub-AG/Api-Specs	SAF-Message-Broker/asyncApi-saf-message-broker.yaml	https://github.com/EcoHub-AG/Api-Specs/blob/dfb16455c5dea1b7e80e0e28915b2a9ea5877b47/SAF-Message-Broker/asyncApi-saf-message-broker.yaml
specmatic/specmatic-kafka-avro-sample	api-specs/order-service-async-avro-v3_0_0.yaml	https://github.com/specmatic/specmatic-kafka-avro-sample/blob/7a642973ecd1adcef3c40ed5966b712f6425a34e/api-specs/order-service-async-avro-v3_0_0.yaml
Zenika/kafka-schema-registry-publish	lib/src/main/asyncapi/asyncapp.yaml	https://github.com/Zenika/kafka-schema-registry-publish/blob/642177012e7913279e055f5d040c8b02f4a3ba90/lib/src/main/asyncapi/asyncapp.yaml
Lap-Platform/LAP	examples/verbose/asyncapi/ecommerce-kafka.yaml	https://github.com/Lap-Platform/LAP/blob/31ac700f6453ac15649ab850251f97f3307344bb/examples/verbose/asyncapi/ecommerce-kafka.yaml
raphaeldelio/springwolf-demo-spring-io-2024	docs-3.yaml	https://github.com/raphaeldelio/springwolf-demo-spring-io-2024/blob/e2b6f9910e329ddbbf18f1c46f166635a4bac19f/docs-3.yaml
nandorsilva/eda-fia-th	asyncapi-demo.yaml	https://github.com/nandorsilva/eda-fia-th/blob/84d971b5c345518fabc400145dce805bc024d581/asyncapi-demo.yaml
lg-labs/blank-service	blank-message/blank-message-model/src/main/resources/spec/asyncapi.yaml	https://github.com/lg-labs/blank-service/blob/647512bdbf4113391f33db41acef8e82e92b4a40/blank-message/blank-message-model/src/main/resources/spec/asyncapi.yaml
aklivity/todo-service	src/main/api/todo-service-asyncapi-v3.yaml	https://github.com/aklivity/todo-service/blob/2579db5d0647618540284529c8b190c3e689e64b/src/main/api/todo-service-asyncapi-v3.yaml
sun475300-sudo/Swarm-control-in-sc2bot	asyncapi/sc2_events.yaml	https://github.com/sun475300-sudo/Swarm-control-in-sc2bot/blob/ff3a268213cdc78911e0079de7effd4ac97b2334/asyncapi/sc2_events.yaml
MatiasNAmendola/real-time-risk-lab	poc/vertx-monolith-inprocess/src/main/resources/asyncapi.yaml	https://github.com/MatiasNAmendola/real-time-risk-lab/blob/959b77b9fbe44c58521c91cf7bbc09fcd943baa6/poc/vertx-monolith-inprocess/src/main/resources/asyncapi.yaml
eoap/event-driven-with-argo	src/asyncapi.yaml	https://github.com/eoap/event-driven-with-argo/blob/9ea9ea280629e692554ecaa84d6dd4466d8368bc/src/asyncapi.yaml
KevinShabanaj386/SmartGridAnalytics	SmartGrid_Project_Devops/standards-best-practices/asyncapi/asyncapi.yaml	https://github.com/KevinShabanaj386/SmartGridAnalytics/blob/16d59605cabc08940d287f25050222a734fb43f8/SmartGrid_Project_Devops/standards-best-practices/asyncapi/asyncapi.yaml
siom79/jasyncapicmp	jasyncapicmp/src/test/resources/old_3.0.0.yaml	https://github.com/siom79/jasyncapicmp/blob/0f29b80cfd78db3acbc6dadc3dc0103c08962f9a/jasyncapicmp/src/test/resources/old_3.0.0.yaml
bpbpublications/Spring-Boot-3-API-Mastery	Chapter 08/order-service/asyncapi/asyncapi.yaml	https://github.com/bpbpublications/Spring-Boot-3-API-Mastery/blob/6b81049276961259ecb3d869c063f2e2c1b6a2d7/Chapter%2008/order-service/asyncapi/asyncapi.yaml
WebFuzzing/Dataset	jdk_21_maven/cs/rest-gui/microcks/api/microcks-asyncapi-v1.10.yaml	https://github.com/WebFuzzing/Dataset/blob/915859080da033fc36feae54bab3ad4a7b04e872/jdk_21_maven/cs/rest-gui/microcks/api/microcks-asyncapi-v1.10.yaml
thealmikey/zilla-kt	specs/binding-asyncapi.spec/src/main/scripts/io/aklivity/zilla/specs/binding/asyncapi/config/proxy.http.kafka.yaml	https://github.com/thealmikey/zilla-kt/blob/7f9dc7b14d4ee5ab9b23b4f1a3031e1e88896d02/specs/binding-asyncapi.spec/src/main/scripts/io/aklivity/zilla/specs/binding/asyncapi/config/proxy.http.kafka.yaml
ajevans99/swift-asyncapi	Tests/AsyncAPIGeneratorTests/Resources/streetlights.yaml	https://github.com/ajevans99/swift-asyncapi/blob/2ed4c448a78d881f2b4f6ecffe13b89cbf6af7d7/Tests/AsyncAPIGeneratorTests/Resources/streetlights.yaml
aiskillstore/marketplace	skills/ariegoldkin/api-design-framework/templates/asyncapi-template.yaml	https://github.com/aiskillstore/marketplace/blob/9eeeea2b7d016fcfaecf55fac19601973747ab1b/skills/ariegoldkin/api-design-framework/templates/asyncapi-template.yaml
